Bact_name	Contig	file1	ANI	Min_ANI	Best_match	Best_match_ANI	result
Rhodococcus_qingshengii	GCF_021025955.1_ASM2102595v1_scaff.fna	Rhodococcus_qingshengii-GCF_021165975.1_ASM2116597v1_genomic.fna	93.7331	97.14371908099889	Rhodococcus_qingshengii-GCA_021025955.1_ASM2102595v1_scaff.fna	100.0	match
Rhodococcus_qingshengii	GCA_021025955.1_ASM2102595v1_scaff.fna	Rhodococcus_qingshengii-GCF_021165975.1_ASM2116597v1_genomic.fna	93.7331	97.14371908099889	Rhodococcus_qingshengii-GCF_021025955.1_ASM2102595v1_scaff.fna	100.0	match
Rhodococcus_qingshengii	GCA_021025955.1_ASM2102595v1_scaff.fna	Rhodococcus_qingshengii-GCF_021457505.1_ASM2145750v1_contig.fna	93.829	97.14371908099889	Rhodococcus_qingshengii-GCF_021025955.1_ASM2102595v1_scaff.fna	100.0	match
Rhodococcus_qingshengii	GCF_021025955.1_ASM2102595v1_scaff.fna	Rhodococcus_qingshengii-GCF_021457505.1_ASM2145750v1_contig.fna	93.829	97.14371908099889	Rhodococcus_qingshengii-GCA_021025955.1_ASM2102595v1_scaff.fna	100.0	match
Rhodococcus_qingshengii	GCA_021025955.1_ASM2102595v1_scaff.fna	Rhodococcus_qingshengii-GCF_023221595.1_ASM2322159v1_genomic.fna	93.7158	97.14371908099889	Rhodococcus_qingshengii-GCF_021025955.1_ASM2102595v1_scaff.fna	100.0	match
Rhodococcus_qingshengii	GCF_021025955.1_ASM2102595v1_scaff.fna	Rhodococcus_qingshengii-GCF_023221595.1_ASM2322159v1_genomic.fna	93.7158	97.14371908099889	Rhodococcus_qingshengii-GCA_021025955.1_ASM2102595v1_scaff.fna	100.0	match
Rhodococcus_qingshengii	GCF_021025955.1_ASM2102595v1_scaff.fna	Rhodococcus_qingshengii-GCF_024438075.1_ASM2443807v1_contig.fna	93.8379	97.14371908099889	Rhodococcus_qingshengii-GCA_021025955.1_ASM2102595v1_scaff.fna	100.0	match
Rhodococcus_qingshengii	GCA_021025955.1_ASM2102595v1_scaff.fna	Rhodococcus_qingshengii-GCF_024438075.1_ASM2443807v1_contig.fna	93.8379	97.14371908099889	Rhodococcus_qingshengii-GCF_021025955.1_ASM2102595v1_scaff.fna	100.0	match
Rhodococcus_qingshengii	GCA_021025955.1_ASM2102595v1_scaff.fna	Rhodococcus_qingshengii-GCF_024498635.1_ASM2449863v1_genomic.fna	93.8303	97.14371908099889	Rhodococcus_qingshengii-GCF_021025955.1_ASM2102595v1_scaff.fna	100.0	match
Rhodococcus_qingshengii	GCF_021025955.1_ASM2102595v1_scaff.fna	Rhodococcus_qingshengii-GCF_024498635.1_ASM2449863v1_genomic.fna	93.8303	97.14371908099889	Rhodococcus_qingshengii-GCA_021025955.1_ASM2102595v1_scaff.fna	100.0	match
Rhodococcus_qingshengii	GCF_021025955.1_ASM2102595v1_scaff.fna	Rhodococcus_qingshengii-GCF_900094765.1_IMG-taxon_2615840625_annotated_assembly_scaff.fna	93.7712	97.14371908099889	Rhodococcus_qingshengii-GCA_021025955.1_ASM2102595v1_scaff.fna	100.0	match
Rhodococcus_qingshengii	GCA_021025955.1_ASM2102595v1_scaff.fna	Rhodococcus_qingshengii-GCF_900094765.1_IMG-taxon_2615840625_annotated_assembly_scaff.fna	93.7712	97.14371908099889	Rhodococcus_qingshengii-GCF_021025955.1_ASM2102595v1_scaff.fna	100.0	match
