Bact_name	Contig	file1	ANI	Min_ANI	Best_match	Best_match_ANI	result
Nocardia_abscessus	GCA_015477775.1_ASM1547777v1_contig.fna	Nocardia_abscessus-GCA_000308455.1_ASM30845v1_contig.fna	94.5898	94.67517795619897	Nocardia_abscessus-GCF_015477775.1_ASM1547777v1_contig.fna	100.0	match
Nocardia_abscessus	GCF_015477775.1_ASM1547777v1_contig.fna	Nocardia_abscessus-GCA_000308455.1_ASM30845v1_contig.fna	94.5898	94.67517795619897	Nocardia_abscessus-GCA_015477775.1_ASM1547777v1_contig.fna	100.0	match
Nocardia_abscessus	GCA_000308455.1_ASM30845v1_contig.fna	Nocardia_abscessus-GCA_015477775.1_ASM1547777v1_contig.fna	94.5768	94.67517795619897	Nocardia_abscessus-GCF_000308455.1_ASM30845v1_contig.fna	100.0	match
Nocardia_abscessus	GCF_000308455.1_ASM30845v1_contig.fna	Nocardia_abscessus-GCA_015477775.1_ASM1547777v1_contig.fna	94.5768	94.67517795619897	Nocardia_abscessus-GCA_000308455.1_ASM30845v1_contig.fna	100.0	match
Nocardia_abscessus	GCA_015477775.1_ASM1547777v1_contig.fna	Nocardia_abscessus-GCF_000308455.1_ASM30845v1_contig.fna	94.5898	94.67517795619897	Nocardia_abscessus-GCF_015477775.1_ASM1547777v1_contig.fna	100.0	match
Nocardia_abscessus	GCF_015477775.1_ASM1547777v1_contig.fna	Nocardia_abscessus-GCF_000308455.1_ASM30845v1_contig.fna	94.5898	94.67517795619897	Nocardia_abscessus-GCA_015477775.1_ASM1547777v1_contig.fna	100.0	match
Nocardia_abscessus	GCF_000308455.1_ASM30845v1_contig.fna	Nocardia_abscessus-GCF_015477775.1_ASM1547777v1_contig.fna	94.5768	94.67517795619897	Nocardia_abscessus-GCA_000308455.1_ASM30845v1_contig.fna	100.0	match
Nocardia_abscessus	GCA_000308455.1_ASM30845v1_contig.fna	Nocardia_abscessus-GCF_015477775.1_ASM1547777v1_contig.fna	94.5768	94.67517795619897	Nocardia_abscessus-GCF_000308455.1_ASM30845v1_contig.fna	100.0	match
Nocardia_amamiensis	GCF_001612745.1_ASM161274v1_contig.fna	Nocardia_amamiensis-GCA_015477605.1_ASM1547760v1_contig.fna	93.7154	93.7517933894089	Nocardia_amamiensis-GCA_001612745.1_ASM161274v1_contig.fna	100.0	match
Nocardia_amamiensis	GCA_001612745.1_ASM161274v1_contig.fna	Nocardia_amamiensis-GCA_015477605.1_ASM1547760v1_contig.fna	93.7154	93.7517933894089	Nocardia_amamiensis-GCF_001612745.1_ASM161274v1_contig.fna	100.0	match
Nocardia_amamiensis	GCA_001612745.1_ASM161274v1_contig.fna	Nocardia_amamiensis-GCF_015477605.1_ASM1547760v1_contig.fna	93.7154	93.7517933894089	Nocardia_amamiensis-GCF_001612745.1_ASM161274v1_contig.fna	100.0	match
Nocardia_amamiensis	GCF_001612745.1_ASM161274v1_contig.fna	Nocardia_amamiensis-GCF_015477605.1_ASM1547760v1_contig.fna	93.7154	93.7517933894089	Nocardia_amamiensis-GCA_001612745.1_ASM161274v1_contig.fna	100.0	match
Nocardia_arthritidis	GCA_001612765.1_ASM161276v1_contig.fna	Nocardia_arthritidis-GCA_011801145.1_ASM1180114v1_genomic.fna	81.0678	81.11404324645481	Nocardia_arthritidis-GCF_001612765.1_ASM161276v1_contig.fna	100.0	match
Nocardia_arthritidis	GCF_001612765.1_ASM161276v1_contig.fna	Nocardia_arthritidis-GCA_011801145.1_ASM1180114v1_genomic.fna	81.0678	81.11404324645481	Nocardia_arthritidis-GCA_001612765.1_ASM161276v1_contig.fna	100.0	match
Nocardia_arthritidis	GCA_001612765.1_ASM161276v1_contig.fna	Nocardia_arthritidis-GCF_011801145.1_ASM1180114v1_genomic.fna	81.0678	81.11404324645481	Nocardia_arthritidis-GCF_001612765.1_ASM161276v1_contig.fna	100.0	match
Nocardia_arthritidis	GCF_001612765.1_ASM161276v1_contig.fna	Nocardia_arthritidis-GCF_011801145.1_ASM1180114v1_genomic.fna	81.0678	81.11404324645481	Nocardia_arthritidis-GCA_001612765.1_ASM161276v1_contig.fna	100.0	match
Nocardia_beijingensis	GCA_015478285.1_ASM1547828v1_contig.fna	Nocardia_beijingensis-GCA_001612785.1_ASM161278v1_contig.fna	89.2332	89.71907145814087	Nocardia_beijingensis-GCF_015478285.1_ASM1547828v1_contig.fna	100.0	match
Nocardia_beijingensis	GCF_015478285.1_ASM1547828v1_contig.fna	Nocardia_beijingensis-GCA_001612785.1_ASM161278v1_contig.fna	89.2332	89.71907145814087	Nocardia_beijingensis-GCA_015478285.1_ASM1547828v1_contig.fna	100.0	match
Nocardia_beijingensis	GCF_015478285.1_ASM1547828v1_contig.fna	Nocardia_beijingensis-GCA_015477055.1_ASM1547705v1_contig.fna	89.2593	89.71907145814087	Nocardia_beijingensis-GCA_015478285.1_ASM1547828v1_contig.fna	100.0	match
Nocardia_beijingensis	GCA_015478285.1_ASM1547828v1_contig.fna	Nocardia_beijingensis-GCA_015477055.1_ASM1547705v1_contig.fna	89.2593	89.71907145814087	Nocardia_beijingensis-GCF_015478285.1_ASM1547828v1_contig.fna	100.0	match
Nocardia_beijingensis	GCA_015478285.1_ASM1547828v1_contig.fna	Nocardia_beijingensis-GCA_015477385.1_ASM1547738v1_contig.fna	89.1815	89.71907145814087	Nocardia_beijingensis-GCF_015478285.1_ASM1547828v1_contig.fna	100.0	match
Nocardia_beijingensis	GCF_015478285.1_ASM1547828v1_contig.fna	Nocardia_beijingensis-GCA_015477385.1_ASM1547738v1_contig.fna	89.1815	89.71907145814087	Nocardia_beijingensis-GCA_015478285.1_ASM1547828v1_contig.fna	100.0	match
Nocardia_beijingensis	GCF_015477055.1_ASM1547705v1_contig.fna	Nocardia_beijingensis-GCA_015478285.1_ASM1547828v1_contig.fna	89.181	89.71907145814087	Nocardia_beijingensis-GCA_015477055.1_ASM1547705v1_contig.fna	100.0	match
Nocardia_beijingensis	GCA_015477055.1_ASM1547705v1_contig.fna	Nocardia_beijingensis-GCA_015478285.1_ASM1547828v1_contig.fna	89.181	89.71907145814087	Nocardia_beijingensis-GCF_015477055.1_ASM1547705v1_contig.fna	100.0	match
Nocardia_beijingensis	GCA_015477385.1_ASM1547738v1_contig.fna	Nocardia_beijingensis-GCA_015478285.1_ASM1547828v1_contig.fna	89.1704	89.71907145814087	Nocardia_beijingensis-GCA_001612785.1_ASM161278v1_contig.fna	94.4713	match
Nocardia_beijingensis	GCA_001612785.1_ASM161278v1_contig.fna	Nocardia_beijingensis-GCA_015478285.1_ASM1547828v1_contig.fna	89.0956	89.71907145814087	Nocardia_beijingensis-GCF_001612785.1_ASM161278v1_contig.fna	100.0	match
Nocardia_beijingensis	GCF_001612785.1_ASM161278v1_contig.fna	Nocardia_beijingensis-GCA_015478285.1_ASM1547828v1_contig.fna	89.0956	89.71907145814087	Nocardia_beijingensis-GCA_001612785.1_ASM161278v1_contig.fna	100.0	match
Nocardia_beijingensis	GCA_015478285.1_ASM1547828v1_contig.fna	Nocardia_beijingensis-GCF_001612785.1_ASM161278v1_contig.fna	89.2332	89.71907145814087	Nocardia_beijingensis-GCF_015478285.1_ASM1547828v1_contig.fna	100.0	match
