Bact_name	Contig	file1	ANI	Min_ANI	Best_match	Best_match_ANI	result
Mycobacteroides_abscessus	GCF_000715335.1_ASM71533v1_contig.fna	Mycobacteroides_abscessus-GCA_000069185.1_ASM6918v1_genomic.fna	84.0664	96.58522318857383	Mycobacteroides_abscessus-GCA_000715335.1_ASM71533v1_contig.fna	100.0	match
Mycobacteroides_abscessus	GCA_000715335.1_ASM71533v1_contig.fna	Mycobacteroides_abscessus-GCA_000069185.1_ASM6918v1_genomic.fna	84.0664	96.58522318857383	Mycobacteroides_abscessus-GCF_000715335.1_ASM71533v1_contig.fna	100.0	match
Mycobacteroides_abscessus	GCA_000715335.1_ASM71533v1_contig.fna	Mycobacteroides_abscessus-GCA_000231155.2_ASM23115v2_contig.fna	84.0559	96.58522318857383	Mycobacteroides_abscessus-GCF_000715335.1_ASM71533v1_contig.fna	100.0	match
Mycobacteroides_abscessus	GCF_000715335.1_ASM71533v1_contig.fna	Mycobacteroides_abscessus-GCA_000231155.2_ASM23115v2_contig.fna	84.0559	96.58522318857383	Mycobacteroides_abscessus-GCA_000715335.1_ASM71533v1_contig.fna	100.0	match
Mycobacteroides_abscessus	GCA_000715335.1_ASM71533v1_contig.fna	Mycobacteroides_abscessus-GCA_000257225.2_ASM25722v2_contig.fna	83.8301	96.58522318857383	Mycobacteroides_abscessus-GCF_000715335.1_ASM71533v1_contig.fna	100.0	match
Mycobacteroides_abscessus	GCF_000715335.1_ASM71533v1_contig.fna	Mycobacteroides_abscessus-GCA_000257225.2_ASM25722v2_contig.fna	83.8301	96.58522318857383	Mycobacteroides_abscessus-GCA_000715335.1_ASM71533v1_contig.fna	100.0	match
Mycobacteroides_abscessus	GCA_000715335.1_ASM71533v1_contig.fna	Mycobacteroides_abscessus-GCA_000257245.2_ASM25724v2_contig.fna	83.9958	96.58522318857383	Mycobacteroides_abscessus-GCF_000715335.1_ASM71533v1_contig.fna	100.0	match
Mycobacteroides_abscessus	GCF_000715335.1_ASM71533v1_contig.fna	Mycobacteroides_abscessus-GCA_000257245.2_ASM25724v2_contig.fna	83.9958	96.58522318857383	Mycobacteroides_abscessus-GCA_000715335.1_ASM71533v1_contig.fna	100.0	match
Mycobacteroides_abscessus	GCA_000715335.1_ASM71533v1_contig.fna	Mycobacteroides_abscessus-GCA_000260575.2_ASM26057v2_contig.fna	84.0797	96.58522318857383	Mycobacteroides_abscessus-GCF_000715335.1_ASM71533v1_contig.fna	100.0	match
Mycobacteroides_abscessus	GCF_000715335.1_ASM71533v1_contig.fna	Mycobacteroides_abscessus-GCA_000260575.2_ASM26057v2_contig.fna	84.0797	96.58522318857383	Mycobacteroides_abscessus-GCA_000715335.1_ASM71533v1_contig.fna	100.0	match
Mycobacteroides_abscessus	GCA_000715335.1_ASM71533v1_contig.fna	Mycobacteroides_abscessus-GCA_000260595.1_ASM26059v1_contig.fna	83.9445	96.58522318857383	Mycobacteroides_abscessus-GCF_000715335.1_ASM71533v1_contig.fna	100.0	match
Mycobacteroides_abscessus	GCF_000715335.1_ASM71533v1_contig.fna	Mycobacteroides_abscessus-GCA_000260595.1_ASM26059v1_contig.fna	83.9445	96.58522318857383	Mycobacteroides_abscessus-GCA_000715335.1_ASM71533v1_contig.fna	100.0	match
Mycobacteroides_abscessus	GCA_000715335.1_ASM71533v1_contig.fna	Mycobacteroides_abscessus-GCA_000260615.2_M24_version02_contig.fna	83.8545	96.58522318857383	Mycobacteroides_abscessus-GCF_000715335.1_ASM71533v1_contig.fna	100.0	match
Mycobacteroides_abscessus	GCF_000715335.1_ASM71533v1_contig.fna	Mycobacteroides_abscessus-GCA_000260615.2_M24_version02_contig.fna	83.8545	96.58522318857383	Mycobacteroides_abscessus-GCA_000715335.1_ASM71533v1_contig.fna	100.0	match
Mycobacteroides_abscessus	GCA_000715335.1_ASM71533v1_contig.fna	Mycobacteroides_abscessus-GCA_000261105.1_ASM26110v1_contig.fna	83.9726	96.58522318857383	Mycobacteroides_abscessus-GCF_000715335.1_ASM71533v1_contig.fna	100.0	match
Mycobacteroides_abscessus	GCF_000715335.1_ASM71533v1_contig.fna	Mycobacteroides_abscessus-GCA_000261105.1_ASM26110v1_contig.fna	83.9726	96.58522318857383	Mycobacteroides_abscessus-GCA_000715335.1_ASM71533v1_contig.fna	100.0	match
Mycobacteroides_abscessus	GCA_000715335.1_ASM71533v1_contig.fna	Mycobacteroides_abscessus-GCA_000261125.1_ASM26112v1_contig.fna	84.1475	96.58522318857383	Mycobacteroides_abscessus-GCF_000715335.1_ASM71533v1_contig.fna	100.0	match
Mycobacteroides_abscessus	GCF_000715335.1_ASM71533v1_contig.fna	Mycobacteroides_abscessus-GCA_000261125.1_ASM26112v1_contig.fna	84.1475	96.58522318857383	Mycobacteroides_abscessus-GCA_000715335.1_ASM71533v1_contig.fna	100.0	match
