Bact_name	Contig	file1	ANI	Min_ANI	Best_match	Best_match_ANI	result
Mycolicibacterium_aromaticivorans	GCA_016201165.1_ASM1620116v1_scaff.fna	Mycolicibacterium_aromaticivorans-GCA_001314125.1_ASM131412v1_contig.fna	87.4513	91.81026205402136	Mycolicibacterium_aichiense-GCA_900453085.1_49677_D01_contig.fna	91.9333	no match
Mycolicibacterium_aromaticivorans	GCA_001314125.1_ASM131412v1_contig.fna	Mycolicibacterium_aromaticivorans-GCA_016201165.1_ASM1620116v1_scaff.fna	88.0723	91.81026205402136	Mycolicibacterium_aromaticivorans-GCA_000559085.2_ASM55908v2_contig.fna	98.6238	match
Mycolicibacterium_aurum	GCA_900078775.1_ASM90007877v1_genomic.fna	Mycolicibacterium_aurum-GCA_001049355.1_M_aurum_scaff.fna	80.0041	84.25846116626636	Mycolicibacterium_neoaurum-GCA_016234225.1_ASM1623422v1_contig.fna	84.1921	no match
Mycolicibacterium_aurum	GCF_900637195.1_50279_F01_genomic.fna	Mycolicibacterium_aurum-GCA_900078775.1_ASM90007877v1_genomic.fna	80.0106	84.25846116626636	Mycolicibacterium_aurum-GCA_900637195.1_50279_F01_genomic.fna	100.0	match
Mycolicibacterium_aurum	GCA_900637195.1_50279_F01_genomic.fna	Mycolicibacterium_aurum-GCA_900078775.1_ASM90007877v1_genomic.fna	80.0106	84.25846116626636	Mycolicibacterium_aurum-GCF_900637195.1_50279_F01_genomic.fna	100.0	match
Mycolicibacterium_aurum	GCA_001049355.1_M_aurum_scaff.fna	Mycolicibacterium_aurum-GCA_900078775.1_ASM90007877v1_genomic.fna	79.9805	84.25846116626636	Mycolicibacterium_aurum-GCF_001049355.1_M_aurum_scaff.fna	100.0	match
Mycolicibacterium_aurum	GCF_001049355.1_M_aurum_scaff.fna	Mycolicibacterium_aurum-GCA_900078775.1_ASM90007877v1_genomic.fna	79.9805	84.25846116626636	Mycolicibacterium_aurum-GCA_001049355.1_M_aurum_scaff.fna	100.0	match
Mycolicibacterium_aurum	GCA_900078775.1_ASM90007877v1_genomic.fna	Mycolicibacterium_aurum-GCA_900637195.1_50279_F01_genomic.fna	79.9507	84.25846116626636	Mycolicibacterium_neoaurum-GCA_016234225.1_ASM1623422v1_contig.fna	84.1921	no match
Mycolicibacterium_aurum	GCA_900078775.1_ASM90007877v1_genomic.fna	Mycolicibacterium_aurum-GCF_001049355.1_M_aurum_scaff.fna	80.0041	84.25846116626636	Mycolicibacterium_neoaurum-GCA_016234225.1_ASM1623422v1_contig.fna	84.1921	no match
Mycolicibacterium_aurum	GCA_900078775.1_ASM90007877v1_genomic.fna	Mycolicibacterium_aurum-GCF_900637195.1_50279_F01_genomic.fna	79.9507	84.25846116626636	Mycolicibacterium_neoaurum-GCA_016234225.1_ASM1623422v1_contig.fna	84.1921	no match
Mycolicibacterium_boenickei	GCA_016919325.1_ASM1691932v1_genomic.fna	Mycolicibacterium_boenickei-GCA_002553535.1_ASM255353v1_contig.fna	89.1026	90.6091020413873	Mycolicibacterium_boenickei-GCF_016919325.1_ASM1691932v1_genomic.fna	100.0	match
Mycolicibacterium_boenickei	GCF_016919325.1_ASM1691932v1_genomic.fna	Mycolicibacterium_boenickei-GCA_002553535.1_ASM255353v1_contig.fna	89.1026	90.6091020413873	Mycolicibacterium_boenickei-GCA_016919325.1_ASM1691932v1_genomic.fna	100.0	match
Mycolicibacterium_boenickei	GCA_016919325.1_ASM1691932v1_genomic.fna	Mycolicibacterium_boenickei-GCA_010731295.1_ASM1073129v1_genomic.fna	89.1205	90.6091020413873	Mycolicibacterium_boenickei-GCF_016919325.1_ASM1691932v1_genomic.fna	100.0	match
Mycolicibacterium_boenickei	GCF_016919325.1_ASM1691932v1_genomic.fna	Mycolicibacterium_boenickei-GCA_010731295.1_ASM1073129v1_genomic.fna	89.1205	90.6091020413873	Mycolicibacterium_boenickei-GCA_016919325.1_ASM1691932v1_genomic.fna	100.0	match
