Bact_name	Contig	file1	ANI	Min_ANI	Best_match	Best_match_ANI	result
Mycolicibacter_nonchromogenicus	GCA_002101775.1_ASM210177v1_contig.fna	Mycolicibacter_nonchromogenicus-GCA_001050055.1_Mycobacterium_nonchromogenicum_strain_NCK_8460_scaff.fna	78.8355	80.15988033965314	Mycolicibacter_nonchromogenicus-GCF_002101775.1_ASM210177v1_contig.fna	100.0	match
Mycolicibacter_nonchromogenicus	GCF_002101775.1_ASM210177v1_contig.fna	Mycolicibacter_nonchromogenicus-GCA_001050055.1_Mycobacterium_nonchromogenicum_strain_NCK_8460_scaff.fna	78.8355	80.15988033965314	Mycolicibacter_nonchromogenicus-GCA_002101775.1_ASM210177v1_contig.fna	100.0	match
Mycolicibacter_nonchromogenicus	GCA_001050055.1_Mycobacterium_nonchromogenicum_strain_NCK_8460_scaff.fna	Mycolicibacter_nonchromogenicus-GCA_002101775.1_ASM210177v1_contig.fna	79.0123	80.15988033965314	Mycolicibacter_acidiphilus-GCA_018455725.1_ASM1845572v1_contig.fna	79.403	no match
Mycolicibacter_nonchromogenicus	GCA_001050055.1_Mycobacterium_nonchromogenicum_strain_NCK_8460_scaff.fna	Mycolicibacter_nonchromogenicus-GCF_002101775.1_ASM210177v1_contig.fna	79.0123	80.15988033965314	Mycolicibacter_acidiphilus-GCA_018455725.1_ASM1845572v1_contig.fna	79.403	no match
Mycolicibacter_senuensis	GCA_003284925.1_ASM328492v1_contig.fna	Mycolicibacter_senuensis-GCA_002101885.1_ASM210188v1_contig.fna	91.8623	93.62039642703884	Mycolicibacter_sinensis-GCA_000214155.1_ASM21415v1_genomic.fna	94.334	no match
Mycolicibacter_senuensis	GCA_002101885.1_ASM210188v1_contig.fna	Mycolicibacter_senuensis-GCA_003284925.1_ASM328492v1_contig.fna	91.9198	93.62039642703884	Mycolicibacter_senuensis-GCF_002101885.1_ASM210188v1_contig.fna	100.0	match
Mycolicibacter_senuensis	GCF_002101885.1_ASM210188v1_contig.fna	Mycolicibacter_senuensis-GCA_003284925.1_ASM328492v1_contig.fna	91.9198	93.62039642703884	Mycolicibacter_senuensis-GCA_002101885.1_ASM210188v1_contig.fna	100.0	match
Mycolicibacter_senuensis	GCA_010723225.1_ASM1072322v1_contig.fna	Mycolicibacter_senuensis-GCA_003284925.1_ASM328492v1_contig.fna	91.9152	93.62039642703884	Mycolicibacter_senuensis-GCF_010723225.1_ASM1072322v1_contig.fna	100.0	match
Mycolicibacter_senuensis	GCF_010723225.1_ASM1072322v1_contig.fna	Mycolicibacter_senuensis-GCA_003284925.1_ASM328492v1_contig.fna	91.9152	93.62039642703884	Mycolicibacter_senuensis-GCA_010723225.1_ASM1072322v1_contig.fna	100.0	match
Mycolicibacter_senuensis	GCA_003284925.1_ASM328492v1_contig.fna	Mycolicibacter_senuensis-GCA_010723225.1_ASM1072322v1_contig.fna	91.863	93.62039642703884	Mycolicibacter_sinensis-GCA_000214155.1_ASM21415v1_genomic.fna	94.334	no match
